year,month,day,tmaxlow,tmax,tmaxup,tminlow,tmin,tminup,dtrlow,dtr,dtrup
1967,8,19,18.03,30,48,11.38,11,26.01,0.37,19,28.28
1968,3,21,8.59,8,46.12,-3.84,4,18.71,2.18,4,37.66
1968,9,4,18.16,31,45.34,10.82,10,24.91,-0.92,21,28.69
1970,7,5,24.5,35,45.35,11.03,11,27.53,3.08,24,28.2
1971,5,12,20.08,20,47.86,5.14,13,22.7,4.72,7,35.12
1976,5,19,18.79,18.5,50.62,3.96,13,26.17,3.33,5.5,35.95
1979,6,10,23.72,22.1,49.6,8.77,21,27.51,2.16,1.1,34.88
1990,7,27,21.65,30,47.04,10.4,9.5,27.57,3.57,20.5,27.14
1997,4,26,16.85,16.5,46.34,-0.57,5.5,25.17,6.56,11,32.04
