year,month,day,tmaxlow,tmax,tmaxup,tminlow,tmin,tminup,dtrlow,dtr,dtrup
1962,6,28,23.02,35,48.16,3.73,3.5,34.23,-1.53,31.5,34.76
1962,6,29,20.59,35,49.77,3.75,3.6,32.13,-1.21,31.4,35.7
