year,month,day,tmaxlow,tmax,tmaxup,tminlow,tmin,tminup,dtrlow,dtr,dtrup
1975,8,2,22.92,31.8,41.68,2.48,2.3,32.87,-0.66,29.5,29.91
1995,8,21,24.02,32.6,38.9,2.45,2.3,32.29,-2.3,30.3,30.48
