year,month,day,tmaxlow,tmax,tmaxup,tminlow,tmin,tminup,dtrlow,dtr,dtrup
1985,6,13,11.22,10,57.7,-2.21,0,33.59,1.43,10,36.11
1996,8,27,16.18,16,45.42,2.44,9,29.98,-0.77,7,29.95
1996,8,28,12.61,11,49.39,2.72,11,29.41,-3.18,0,33.05
2011,2,4,-6.03,-7,43.79,-17.75,-13.6,23.6,-4.08,6.6,36
