year,month,day,tmaxlow,tmax,tmaxup,tminlow,tmin,tminup,dtrlow,dtr,dtrup
1986,7,23,18.87,34,46.63,11.05,11,27.66,-0.04,23,26.83
1987,4,22,17.33,17,48,1.84,9,25.24,3.66,8,34.6
1992,10,5,7.1,7,52.61,0.31,3,27.17,-1.09,4,33.31
1994,10,14,16.17,16,42.44,1.72,10,23.81,2.49,6,30.59
2008,5,17,16.11,15,51.22,5.04,11,27.39,2.29,4,32.6
