OBJECTID,ID,CVE_SUBCUE,CVE_RH,RH,CVE_CUE,CUENCA,CVE_SUBC,SUBCUENCA,AREA_KM2,PERIMETRO,Lon,Lat
1505,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.658971552,29.1880777778
1506,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.659275586,29.1881517317
1507,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.659448146,29.1882339037
1508,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.659612489,29.1883818134
1509,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.659719313,29.1885379384
1510,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.659850786,29.1886858472
1511,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.660023347,29.1888666244
1512,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.660338876,29.1891259547
1513,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.660598547,29.1893678705
1514,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.66076289,29.1895897342
1515,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.660984753,29.1898608996
1516,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.661154277,29.1901176587
1517,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.661330579,29.1904261891
1518,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.661501876,29.190707605
1519,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.661639109,29.1909330605
1520,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.661771337,29.1911754764
1521,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.661933521,29.1913984804
1522,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.662123942,29.191660309
1523,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.662357017,29.1919644903
1524,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.662570664,29.1923013934
1525,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.662841829,29.1926547298
1526,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.663129429,29.192999851
1527,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.663367726,29.1932874515
1528,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.663486943,29.1935599532
1529,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.663687557,29.1938859512
1530,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.663938326,29.1943373317
1531,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.664164015,29.1946884072
1532,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.664615397,29.1950144043
1533,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.66514201,29.1952400955
1534,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.665618467,29.1953153255
1535,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.665969542,29.1952902488
1536,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.666345693,29.1951648654
1537,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.666721844,29.195039481
1538,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.666997688,29.1949140975
1539,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.667348763,29.1946633305
1540,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.667724914,29.194387486
1541,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.668075989,29.1940364114
1542,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.668477217,29.1936853367
1543,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.668878445,29.1933844164
1544,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.66924644,29.1933478607
1545,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.669655824,29.1933593388
1546,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.670033476,29.1933593388
1547,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.670357973,29.1935599532
1548,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.670709047,29.1938357969
1549,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.671035045,29.1942621025
1550,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.671335966,29.1945379462
1551,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.671685923,29.194771251
1552,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.672188577,29.1948388674
1553,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.672717698,29.1949211068
1554,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.673199501,29.1950219487
1555,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.673636486,29.195133997
1556,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.674017447,29.1952348389
1557,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.674306715,29.1952455534
1558,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.674555276,29.195167611
1559,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.67477937,29.1950891784
1560,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.675014669,29.1949883347
1561,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.675328402,29.1949659263
1562,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.675787796,29.1950331543
1563,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.676536702,29.1952304421
1564,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.6771758,29.1955169356
1565,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.67759452,29.1957152747
1566,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.678123428,29.1959356545
1567,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.67852011,29.196045843
1568,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.678916791,29.1962001082
1569,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.679180465,29.1963513913
1570,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.679425575,29.1964645188
1571,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.67986866,29.1966530662
1572,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.680170337,29.1967944774
1573,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.680437404,29.1968832818
1574,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.680922237,29.1970155092
1575,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.681188489,29.1970772971
1576,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.681565584,29.1971809979
1577,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.681904989,29.1972846322
1578,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.682168934,29.1973884005
1579,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.682508963,29.1975003418
1580,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.682817492,29.1976986827
1581,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.683214174,29.1980072132
1582,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.683500667,29.1982716669
1583,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.683768335,29.1985138444
1584,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.683963461,29.1986903859
1585,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.684176959,29.1989156301
1586,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.684308942,29.1991795964
1587,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.684325991,29.1994164859
1588,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.684296509,29.1996621699
1589,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.684246616,29.199839062
1590,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.684269295,29.1999660607
1591,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.684332796,29.200106667
1592,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.684409901,29.200242738
1593,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.684487008,29.2003334517
1594,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.684682043,29.200396952
1595,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.685049434,29.2004649875
1596,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.685402515,29.2005371347
1597,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.685748528,29.200651756
1598,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.685946868,29.2006737939
1599,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.686307541,29.2007162545
1600,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.686541891,29.2007399075
1601,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.686696157,29.2007399075
1602,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.687042874,29.2007068269
1603,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.687335122,29.2007728182
1604,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.687621746,29.2008941718
1605,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.68793216,29.2010321341
1606,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.688216768,29.2011586274
1607,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.688437147,29.2013349305
1608,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.688609394,29.201497045
1609,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.68881179,29.2016875349
1610,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.689054208,29.2019519904
1611,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.689333721,29.2021963479
1612,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.689478059,29.202329059
1613,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.689673104,29.2025074513
1614,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.689927644,29.2026582882
1615,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.690530743,29.2029436935
1616,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.69088335,29.2031640724
1617,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.691235955,29.2033183367
1618,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.691588561,29.2033624133
1619,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.691875054,29.2034064882
1620,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.692205621,29.2035387155
1621,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.692576728,29.2036481603
1622,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.692765275,29.2037235793
1623,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.692897258,29.2038461344
1624,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.693048096,29.2039969723
1625,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.693321489,29.2043080748
1626,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.69360431,29.2046568867
1627,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.693868275,29.2048642884
1628,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.694122815,29.2050999719
1629,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.694481053,29.2053073744
1630,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.69478405,29.2056102742
1631,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.695150395,29.2058541604
1632,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.695376651,29.2060332802
1633,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.695621489,29.2061391835
1634,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.695907981,29.2062273341
1635,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.696172435,29.2063595614
1636,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.69643689,29.2065358645
1637,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.696658042,29.2067693034
1638,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.696833571,29.2069545844
1639,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.697208215,29.2073071888
1640,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.697516745,29.2075496064
1641,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.697847314,29.2078140602
1642,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.698199918,29.2080124012
1643,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.698684752,29.208254817
1644,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.699015319,29.208453158
1645,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.699434039,29.2086955747
1646,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.699874797,29.2089600294
1647,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.700161288,29.2090922558
1648,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.70040412,29.2092535537
1649,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.700675156,29.2093639761
1650,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.701016459,29.2094643593
1651,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.701267418,29.2095346278
1652,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.7014983,29.2096048963
1653,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.701749259,29.2096550884
1654,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.702080525,29.2097755481
1655,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.70241179,29.2099361625
1656,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.702788229,29.2101252171
1657,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.703162993,29.2101921402
1658,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.703577912,29.2102322931
1659,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.703952677,29.2102322931
1660,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.704407749,29.2101653709
1661,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.704755746,29.2099913728
1662,879,RH24Jb,RH24,BRAVO CONCHOS,J,R. CONCHOS - OJINAGA,b,R. Conchos - Cuchillo Parado,4531.49,373.88,-104.705023435,29.2098709122
