"","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10","P11","P12","P13","P14","P15","P16","P17","P18","P19","P20","P21","P22","P23","P24","P25","P26","P27"
"Lon",-105.0625,-104.9375,-105.4375,-105.3125,-105.1875,-105.0625,-104.9375,-104.8125,-105.3125,-105.1875,-105.0625,-104.9375,-104.8125,-104.6875,-105.3125,-105.1875,-105.0625,-104.9375,-104.8125,-105.3125,-105.1875,-105.0625,-105.3125,-105.1875,-105.0625,-105.3125,-105.1875
"Lat",29.0625,29.0625,29.1875,29.1875,29.1875,29.1875,29.1875,29.1875,29.3125,29.3125,29.3125,29.3125,29.3125,29.3125,29.4375,29.4375,29.4375,29.4375,29.4375,29.5625,29.5625,29.5625,29.6875,29.6875,29.6875,29.8125,29.8125
"(-3,-2]",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.833333333333333,-1,-1,-1,-0.833333333333333,-1,-1,-1,0.666666666666667,-0.499999999999999,-1,0.833333333333333,0.666666666666667
"(-2,-1.5]",-0.916666666666667,-1,-1,-1,-0.916666666666667,-1,-1,-0.75,-0.75,-0.416666666666668,-0.75,-0.666666666666667,-0.833333333333333,0.0833333333333334,-0.833333333333333,-1,-1,-0.833333333333333,-0.666666666666667,-0.416666666666668,-1,-1,-0.666666666666667,-0.166666666666667,-0.416666666666668,0.166666666666667,0.583333333333332
"(-1.5,-1]",-0.199999999999999,-0.533333333333333,-0.533333333333333,-0.166666666666668,-0.100000000000001,-0.533333333333333,-0.499999999999999,-0.333333333333333,-0.266666666666666,-0.333333333333333,-0.233333333333333,-0.166666666666668,-0.400000000000001,-0.3,-0.333333333333333,-0.233333333333333,-0.0666666666666673,-0.133333333333332,-0.100000000000001,-0.366666666666668,0.0666666666666673,-0.0666666666666673,-0.266666666666666,-0.166666666666668,-0.333333333333333,-0.633333333333334,-0.766666666666667
"(-1,1]",0.0677083333333335,0.145833333333333,0.052083333333333,-0.00520833333333299,0.0208333333333335,0.124999999999999,0.124999999999999,0.0833333333333324,0.0104166666666675,0.0104166666666675,0.046875,0.0364583333333324,0.0416666666666671,0.0729166666666665,0.0312499999999995,0.0260416666666665,-0.0156250000000005,0.0104166666666675,0.0104166666666675,0.0156250000000005,-0.0208333333333335,-0.0104166666666675,-0.0416666666666671,-0.0572916666666675,0.0104166666666675,-0.0416666666666671,-0.052083333333333
"(1,1.5]",0.333333333333333,0.233333333333333,0.633333333333334,0.6,0.400000000000001,0.3,0.433333333333332,0.199999999999999,0.566666666666667,0.533333333333333,0.499999999999999,0.533333333333333,0.533333333333333,0.400000000000001,0.499999999999999,0.7,0.8,0.566666666666667,0.400000000000001,0.7,0.766666666666667,0.833333333333333,0.766666666666667,0.766666666666667,0.633333333333334,0.566666666666667,0.833333333333333
"(1.5,2]",0.5,0.416666666666668,0.250000000000001,0.333333333333332,0.75,0.583333333333332,-0.166666666666667,0.250000000000001,0.666666666666667,0.583333333333332,-0.0833333333333334,-0.0833333333333334,0.666666666666667,-0.5,0.75,0.166666666666667,0.250000000000001,0.5,0.666666666666667,0.166666666666667,0,-0.0833333333333334,0.166666666666667,0.0833333333333334,0.333333333333332,0.166666666666667,-0.166666666666667
"(2,3]",-1,-1,0.333333333333333,0.333333333333333,-0.833333333333333,-1,-0.333333333333333,0,-0.666666666666667,-0.666666666666667,-0.166666666666668,-0.499999999999999,-0.666666666666667,-1,-0.833333333333333,-0.499999999999999,-0.666666666666667,-0.833333333333333,-1,-0.666666666666667,-0.499999999999999,-0.333333333333333,-0.833333333333333,-0.499999999999999,-0.666666666666667,0.166666666666668,-0.166666666666668
