year,month,day,tmaxlow,tmax,tmaxup,tminlow,tmin,tminup,dtrlow,dtr,dtrup
1957,9,10,12.65,42,41.69,7.43,16,20.84,-1.12,26,27.18
1968,3,21,3.93,3,41.82,-7.37,-3,19.65,2.99,6,30.48
